name,key,link,related_aesthetics,decade_of_origin,key_motifs,key_colours,key_values,related_media,earliest_origin,latest_origin
New Look,New_Look,https://aesthetics.fandom.com/wiki/New_Look,"['Art_Deco', 'Art_Nouveau', 'Impressionism', 'Old_Hollywood', 'Power_Dressing', 'Regency', 'Romantic_Academia', 'Surrealism', 'Victorian']",Late-1940s,"Hourglass silhouette, full skirts, luxurious fabrics","Beige, navy blue, monochrome","Hyperfeminity, opulence, sensuality",,1940.0,1940.0
Newlyn School,Newlyn_School,https://aesthetics.fandom.com/wiki/Newlyn_School,"['Impressionism', 'Realism', 'Social_Realism']",c. 1880s–1910s,"Cornish fishing communities, rugged coastlines, harbor scenes, working-class life, domestic interiors, rural labor","Naturalistic palettes, silvery light, cool grays and blues, earthy tones","Realism, truth to life, social documentation, appreciation for traditional labor, depiction of natural light",,1880.0,1910.0
New Money,New_Money,https://aesthetics.fandom.com/wiki/New_Money,"['Bohemian', 'Boujee', 'Mafia_Aesthetic', 'Playboy', 'Power_Dressing', 'Yuppie']",nan,"Cash, expensive cars, designer purses, gold-plated item, luxury brands, excessive displays of wealth","Gold, silver, red, black","Looking rich, consumerism, capitalism, materialism","ron Man, Dynasty",,
New Partisans,New_Partisans,https://aesthetics.fandom.com/wiki/New_Partisans,"['Communist_Chic', 'New_Primitivism', 'Socialist_Realism', 'Yugo-Nostalgia']",1980s,"Yugoslav Partisan imagery, socialist realist art, stylized army uniforms, historical photographs, red stars, ""Brotherhood and Unity"" slogans","Muted military tones (olive green, grey), with the prominent use of red","Pro-Yugoslavism, anti-nationalism, nostalgia, brotherhood and unity, pacifism",,1980.0,1980.0
New Primitivism,New_Primitivism,https://aesthetics.fandom.com/wiki/New_Primitivism,"['Camp', 'Kitsch', 'New_Partisans', 'New_Wave', 'Punk', 'Surrealism']",March 1983,"The ""small person"" (petty criminals, coalminers, taxi drivers, pensioners), Sarajevo neighborhoods (mahalas, Baščaršija), surrealism, B-movie plots, local slang/jargon, 1970s leisure suit look",,"Self-irony, anti-establishment, local patriotism, humor, anti-intellectualism (ostensible), resistance to foreign cultural trends","as ist Walter (Zabranjeno Pušenje, 1984), Mitovi i legende o Kralju Elvisu (Elvis J. Kurtović & His Meteors, 1984), Top lista nadrealista (Radio/TV sketch show)",1983.0,1983.0
New Rave,New_Rave,https://aesthetics.fandom.com/wiki/New_Rave,"['Indie_Sleaze', 'Bloghouse', 'Rave', 'Madchester', 'Electroclash']",Mid-2000s (c. 2006–2008),"Glowsticks, neon paint, whistles, psychedelic imagery, skinny jeans, band t-shirts","Bright, fluorescent neon colors","Hedonism, irony,DIY ethos, indie music scene, party culture","ME Magazine, MySpace",2000.0,2008.0
New Romantic,New_Romantic,https://aesthetics.fandom.com/wiki/New_Romantic,"['Electroclash', 'Glam_Rock', 'Goth', 'Italo_Disco', 'New_Wave', 'Post-Punk', 'Rococopunk', 'Visual_Kei']",Late 1970s,"Androgyny, historical costumes (pirates,dandies), futurism, sharp suits, theatrical makeup","Black, white, primary colors, metallics (gold, silver)",,,1970.0,1970.0
New Wave,New_Wave,https://aesthetics.fandom.com/wiki/New_Wave,"['Bauhaus', 'Constructivism', 'Electroclash', 'Goth', 'Italo_Disco', 'Memphis_Design', 'New_Romantic', 'Pop_Art', 'Post-Punk', 'Swiss_Style']",Late 1970s,"Geometric shapes (triangles, circles, grids), skewed typography, industrial textures (halftones, xerox grain), retro-futurism (1950sAtomic Agemeets 1980s), synthetic materials","Hot pink, electric yellow, cyan, tertiary tones (purple, orange, green)","Irony, ""authentic inauthenticity,"" modernity, plasticity, artifice over nature",,1970.0,1970.0
Nightcore (aesthetic),Nightcore_(aesthetic),https://aesthetics.fandom.com/wiki/Nightcore_(aesthetic),"['Animecore', 'Fantasy_Astronomy', 'Hands_Up', 'TechnoNeko2000']",2000s,"Full moons (often oversized), 2000s moe art style, moonlight, celestial bodies, falling petals or feathers, distressed or injured angels/vampires, romantic and melancholic anime characters","Deep navy blue, electric blue, bright white, violet","Nostalgia, romance, melancholy, purity, digital fantasy",,2000.0,2000.0
Normcore,Normcore,https://aesthetics.fandom.com/wiki/Normcore,"['Eclectic_Grandpa', 'Gorpcore', 'Minimalism', 'Vacation_Dadcore']",2010s,"Plain silhouettes, brand-less basics, suburban utility, technical gear, ""dad"" fashion","Navy, gray, white, beige, washed-out denim, black","Functionality, anonymity, anti-trend, adaptability, comfort","einfeld,Templar, Arizona,Youth Mode: A Report on Freedom",2010.0,2010.0
Northerness,Northerness,https://aesthetics.fandom.com/wiki/Northerness,"['Adventurecore', 'Cabincore', 'Cottagecore', 'Crowcore', 'Dark_Naturalism', 'Forestpunk', 'Hygge', 'Naturecore', 'Slavic_Doll', 'Vulture_Culture']",2010's,"Nordic/Scandinavian areas, Ancient Paganism, Woods, Old Living, Darkness, Norse Mythology, hygge, warmth, outdoors, candles, baked goods","Black, Navy Blue, White, muted browns, reds, greens, and grays","calm, connection with nature, inclusiveness, togetherness",,2010.0,2010.0
Northern Soul,Northern_Soul,https://aesthetics.fandom.com/wiki/Northern_Soul,"['Beatnik', 'Belgian_Popcorn', 'Disco', 'Glam_Rock', 'Madchester', 'Mod', 'Rude_Boy', 'Skinhead']",Late 1960s,"Clenched fist logo, rare vinyl records, turntables, vintage fliers and posters, Fred Perry shirts, baggy trousers",Greyscale (mainly in pre-colour photography),"Unity, individuality, working-class pride, all-nighter, anti-commercialism, nostalgia",,1960.0,1960.0
Nostalgiacore,Nostalgiacore,https://aesthetics.fandom.com/wiki/Nostalgiacore,"['2010s_Summer_Nostalgia', 'Dreamcore', 'Kidcore', 'Liminal_Space', 'Traumacore', 'Weirdcore']",Late 2010s,"Empty playgrounds, old classrooms, childhood bedrooms, outdated technology (old PCs, CRT TVs), blurry or hazy photography, melancholic text overlays",,"Nostalgia, reminiscence, memory, melancholy, childhood, the passage of time",,2010.0,2010.0
Noucentisme,Noucentisme,https://aesthetics.fandom.com/wiki/Noucentisme,"['Art_Deco', 'Classicism', 'Modernisme', 'Neoclassicism']",c. 1906–1923,"Classical forms, Mediterranean landscapes, idealized rural life, order, clarity, balanced compositions, arches and columns","Muted and earthy tones, ochre, white, beige, soft blues and greens","Order, reason,classicism, civility, Catalan identity (""Catalanitat""), Mediterraneanism, rejection ofModernisme",,1906.0,1923.0
Nouveau Réalisme,Nouveau_R%C3%A9alisme,https://aesthetics.fandom.com/wiki/Nouveau_R%C3%A9alisme,"['Arte_Povera', 'Avant-garde', 'Figuration_Narrative', 'Neo-Pop', 'Pop_Art', 'Social_Realism', 'Surrealism']",Early 1960s,"Everyday objects, discarded or industrial materials, decollage, accumulations, compression","Varies, often bold and industrial","Appropriation of the real, social commentary, anti-aesthetic, anti-consumerism",,1960.0,1960.0
Nu-Goth,Nu-Goth,https://aesthetics.fandom.com/wiki/Nu-Goth,"['Goth', 'Health_Goth', 'Hipster', 'Pastel_Goth', 'Trad_Goth', 'Witch_House']",2010s,"Occult and alchemical symbols, moons, triangles, wide-brimmed hats, harnesses, platform boots, round sunglasses","Monochromatic (black, white, grey)","Modernism, minimalism, occultism, internet culture, fashion-forwardness",,2010.0,2010.0
Nu-Metal,Nu-Metal,https://aesthetics.fandom.com/wiki/Nu-Metal,"['Alternative', 'Cyber_Grunge', 'Grunge', '90s_Cool', 'Horrorcore', 'Hip-Hop', 'Industrial', 'Y2K', 'Juggalo', 'Graffiti_Pop', 'Mallgoth', 'Metal', 'Skater', 'Olderbrothercore', 'Post-Grunge_Maximalism']",Mid-1990s,"Baggy clothing (jeans, hoodies), wallet chains, spiky hair, dreadlocks, piercings, band logos, JNCO jeans, down-tuned guitars, masks, jumpsuits, hip hop inspired street wear, Horrorcore",,"Angst, rage, defiance, emotiveness, decaying visuals, atmospheric sludge, industrial settings","rgo Proxy, Queen of the Damned, Total Request Live, What's Nu?, WWF/E",1990.0,1990.0
Nu-Punk,Nu-Punk,https://aesthetics.fandom.com/wiki/Nu-Punk,"['Folk_Punk', 'Midwest_Emo', 'Punk']",1990's,,,"Getting through the day, here for a good time not a long time","he Lawrence Arms, Alkaline Trio, The Bouncing Souls",1990.0,1990.0
Nyashka,Nyashka,https://aesthetics.fandom.com/wiki/Nyashka,"['Cyber_Doll', 'Dead_Inside', 'Drain', 'E-Girl', 'Jirai_Kei', 'Lolita']",2020s,"Doll-like enlarged eyes, black scleral or enlarging contact lenses, heavy winged eyeliner, flat straight brows, pale or white-based foundation, cross and chain accessories, lace, oversized black clothing","Black, white, burgundy, pink","Cuteness, alternative self-expression, anime-influenced identity","unter x Hunter, Tokyo Ghoul, various animes",2020.0,2020.0
Nymphet,Nymphet,https://aesthetics.fandom.com/wiki/Nymphet,"['Babygirl', 'Bubblegum_Coquette', 'Chunyu', 'Coconut_Girl', 'Coquette', 'Dark_Nymphet', 'Slavic_Doll', 'Soft_Girl', 'Waif', 'Winter_Bimbo', 'Cherry_Emoji_Twitter', 'Larme_Kei', 'Kinderwhore']",1950's/2010s Tumblr,"Youth, adolescence, freedom, vintage","Red, white, pink, baby blue",,olita (1962)Lolita (1997),1950.0,2010.0
Ocean Grunge,Ocean_Grunge,https://aesthetics.fandom.com/wiki/Ocean_Grunge,"['After_Hours', 'Grunge', 'Liminal_Space', 'Nautical', 'Nu-Metal', 'Seapunk', 'Vaporwave', 'Witch_House']",2010s,"The Ocean, statues of Poseidon, anglerfish, eels, bioluminescence, sunken ships, jellyfish, squid, coelacanths, deep sea mermaids","Black,grey, muted blues, dark blue,yellow,white, darkpurple","Nihilism, emptiness, depression",liens of the Deep (2005)Narcosis (game) (2017-)League of Legends: Forgotten Depths Arc (2009s-),2010.0,2010.0
Oceanpunk,Oceanpunk,https://aesthetics.fandom.com/wiki/Oceanpunk,"['Nautical', 'Nautical_Fantasy', 'Seapunk', 'Steampunk', 'Biopunk', 'Ocean_Grunge', 'Pirate', 'Dark_Nautical']",1870s (concept)1990s (term and popularization),"Ocean, ocean colonisation, ships, sea architecture, Pirates","Blue, green, grey, brown, bronze, metallic","Ocean colonization, exploration",aterworld,1870.0,1990.0
Office Siren,Office_Siren,https://aesthetics.fandom.com/wiki/Office_Siren,"['Corporate', 'Corporate_Goth', 'Dark_Academia', 'Femme_Fatale', 'Geek_Chic', 'Minimalism', 'Power_Dressing', 'Yuppie']",2020s,"Rectangular glasses (""Bayonetta glasses""), pencil skirts, tailored button-downs, stilettos, sleek hair, form-fitting silhouettes","Grey, black, brown, cream, muted neutrals, with red accents","Ambition, confidence, mystery, sensuality, professionalism, power",,2020.0,2020.0
Oi! Skinhead,Oi!_Skinhead,https://aesthetics.fandom.com/wiki/Oi!_Skinhead,"['Casuals', 'Gabber', 'Punk', 'Skinhead', 'Suedehead', 'Trojan_Skinhead', 'Suedehead']",Late 1970s (c. 1977–1979),"Bleached denim, MA-1 flight jackets, shaven heads, high boots, working-class solidarity, football terrace culture","Oxblood, black, bleached white, olive drab","Class pride, street authenticity, ""boot-to-the-bollocks"" rage, anti-intellectualism","trength Thru Oi! (Compilation), Capital Offence (Crown Court)",1970.0,1979.0
Oktoberfest,Oktoberfest,https://aesthetics.fandom.com/wiki/Oktoberfest,"['Saint_Patrick%27s_Day', 'Autumn']",1800s,"Beer, food, traditional Bavarian costumes, parades, music","Green, yellow, red, brown, blue and white","Drinking, parades, music, celebration of Bavarian culture",,1800.0,1800.0
Olderbrothercore,Olderbrothercore,https://aesthetics.fandom.com/wiki/Olderbrothercore,"['Bastardcore', 'Bro_Hoe', 'Brostep', 'Emo', 'Epunk', 'Grunge', 'Mall_Ninja', 'Nu-Metal', 'Post-Grunge_Maximalism', 'Skater', 'Teenpunk', 'Y2K_Futurism']",2020s (drawing from 1990s-2000s),"Retro gaming (Xbox, PS2), CRT TVs, CD/DVD collections, band posters, messy bedrooms, junk food, lo-fi digital photography, Monster Energy drinks","Black, green (especially lime/Xbox green), blue, red","Freedom, rebellion, mischief, relaxation, fun",,1990.0,2020.0
Old Hollywood,Old_Hollywood,https://aesthetics.fandom.com/wiki/Old_Hollywood,"['Art_Deco', 'Burlesque', 'Greaser', 'Flapper', 'Femme_Fatale', 'Hollywood_Regency', 'New_Look', 'Rockabilly']",1920s-1930s,"Film tape, rotary phones, vintage cars, flower hats, Large feathered boas, black and white films, jazz","Cream, grey, black, deep Red, emerald green, dark colors, lighter pastels",,,1920.0,1930.0
Old Money,Old_Money,https://aesthetics.fandom.com/wiki/Old_Money,"['Apr%C3%A8s-ski', 'Bon_Chic,_Bon_Genre', 'Cayetana', 'Maillard_Style', 'New_Look', 'Preppy', 'Sloanies', 'Sprezzatura', 'Pijo', 'Tenniscore', 'Vintage', 'Dark_Academia', 'Vintage_British_Sportsman']",nan,,"Beige, brown, pink, black, white, blue, green","Sophistication, wealth, femininity, masculinity, tradition","ogue, Tatler, Town and Country",,
Old Web,Old_Web,https://aesthetics.fandom.com/wiki/Old_Web,"['Memphis_Lite', 'Global_Village_Coffeehouse', 'Vaporwave', 'Webcore', 'Pixel_UI', 'Y2K_Futurism', 'Frutiger_Aero']",1990s,"Animated GIFs (under construction, spinning icons), visible HTML tables/frames, guestbooks, visitor counters, ""web-safe"" colors, tiled backgrounds, pixel art, low-resolution clip art,glitter graphics","Web-safe palette (vibrant primary and secondary colors), neon text, underlined blue hyperlinks","Decentralization, amateur creativity, community building, nostalgia, technological novelty",,1990.0,1990.0
Onii Kei,Onii_Kei,https://aesthetics.fandom.com/wiki/Onii_Kei,"['Archive', 'Gyaru', 'Olderbrothercore', 'Onee_Gyaru']",1990s,"""Wolf"" haircut, imported jeans, pointed shoes,","Black, brown",,,1990.0,1990.0
Op Art,Op_Art,https://aesthetics.fandom.com/wiki/Op_Art,"['Bauhaus', 'Constructivism', 'Impressionism', 'Mod', 'Psychedelia', 'Shibuya-Kei', 'Weirdcore']",1960s (origins dating back to the 1930s),"Geometric shapes, lines, grids, high contrast (often black and white), vibrating colors, perceived movement, moiré effects, after-images, ambiguous depth",,"Perception, illusion, scientific inquiry, visual experimentation, challenging the eye, rational investigation of color effects",,1930.0,1960.0
Opium,Opium,https://aesthetics.fandom.com/wiki/Opium,"['Archive', 'Cyber_Grunge', 'Goreweb', 'Haunted_Mound', 'Metalhead', 'Post-Grunge_Maximalism', 'Vampire']",2020s,"Inverted crosses, anarchy symbols, bats, vampires, ""00"" branding, infrared/thermal imagery, heavy metal typography","Black, blood red, silver, white","Rebellion, rockstar lifestyle, exclusivity, drug culture, avant-garde experimentalism",,2020.0,2020.0
Oshare Kei,Oshare_Kei,https://aesthetics.fandom.com/wiki/Oshare_Kei,"['Decora', 'Fairy_Kei', 'Harajuku_Fashion', 'Visual_Kei', 'Scene']",2001,,"Brightpink,blue,green,yellowandblack(sparingly)",,,2001.0,2001.0
Oshi Culture,Oshi_Culture,https://aesthetics.fandom.com/wiki/Oshi_Culture,"['Animecore', 'Itasha', 'Girly_Kei', 'Otaku', '//personal-aesthetics.fandom.com/wiki/Ryousangata_Otaku']",2000s,,,Idol worship,,2000.0,2000.0
Ostalgie,Ostalgie,https://aesthetics.fandom.com/wiki/Ostalgie,"['Brutalism', 'Electronic_Body_Music', 'Kitsch', 'Mid-Century_Modern', 'Retrofuturism', 'Socialist_Realism', 'Soviet_Nostalgia', 'Sovietwave', 'Yugo-Nostalgia']",Post-1990 (German reunificatin/as nostalgia),"Trabant cars, Ampelmännchen, Dederon fabric, Spreewald pickles, retro packaging","Pastel blues, browns, oranges, muted greens","Nostalgia, simplicity, community, familiarity","ood Bye, Lenin!, Sonnenallee, documentaries on GDR life",1990.0,1990.0
Otaku,Otaku,https://aesthetics.fandom.com/wiki/Otaku,"['Denpa', 'Itasha', 'Moe', 'Nerd', 'Nerdcore', 'Lolicore', 'Superflat', 'Weeaboo', 'Wota']",2010s,"Unfashionable, nerdy",Red,,,2010.0,2010.0
OtoMAD,OtoMAD,https://aesthetics.fandom.com/wiki/OtoMAD,"['Akibapop', 'Lolicore', 'Major_League_Gaming', 'Surreal_Meme']",Late 2000s,"Visual-audio synchronization, mirroring/symmetry effects, pitch-shifted imagery, kinetic typography, chroma key compositing","High saturation, rainbow, neon red (Red Zone)","Technical precision, collaborative chaos, remix culture, absurdity","ouhou Project, McDondald's Japan commercials, Z-Kai, ""Red Zone""",2000.0,2000.0
Ouji,Ouji,https://aesthetics.fandom.com/wiki/Ouji,"['Aristocrat', 'Dandy', 'Lolita', 'Gothic_Lolita', 'Military_Lolita', 'Visual_Kei', 'Victorian', 'Victorian_Goth', 'Steampunk']",Late 90s/Early 2000s,,,,,1990.0,2000.0
Pachuco,Pachuco,https://aesthetics.fandom.com/wiki/Pachuco,"['Cholo', 'Dandy', 'Greaser', 'Harlem_Renaissance', 'Rockabilly']",1930s-1940s,"Zoot suits, ducktail/pompadour hairstyles, tattoos, decorative chains, flamboyant evening wear, high-waisted pants, long jackets with wide lapels, feathered hats","Vibrant colors, black, white","Rebellion, defiance, cultural identity, Mexican pride, elegance, non-conformity, dandyism",oot Suit (play),1930.0,1940.0
Pacific Punk Wave,Pacific_Punk_Wave,https://aesthetics.fandom.com/wiki/Pacific_Punk_Wave,"['Electroclash', 'Corporate_Memphis', 'Early_Cyber', 'Googie_Kitsch', 'Graffiti_Pop', 'Memphis_Design', 'Memphis_Lite', 'New_Wave', 'Rad_Dog']",1970s,,,,,1970.0,1970.0
Palewave,Palewave,https://aesthetics.fandom.com/wiki/Palewave,"['Minimalism', 'Normcore', 'Vaporwave']",Mid-2010s,"Light-wash denim, white sneakers, loose fits, basic tees, minimalism","Light blue, beige, sand, cream, white, grey, pastel pink","Relaxed comfort, minimalism, subtlety",,2010.0,2010.0
Paninaro,Paninaro,https://aesthetics.fandom.com/wiki/Paninaro,"['Americana', 'Blokecore', 'Casuals', 'Italo_Disco', 'New_Romantic', 'Preppy']",1980s,"Designer logos, puffer jackets, motorcycles, fast food, brand consciousness","Bright primary colors, denim blue, khaki","Consumerism, materialism, apolitical fun, American cultural influence, status",,1980.0,1980.0
